 Morbidade Hospitalar do SUS - por local de residência - São Paulo
Internações por Município e Ano/mês atendimento
Lista Morb  CID-10: Outras tuberculoses respiratórias, Restante de tuberculose respiratória, Outras neopl malig órg respirat e intratorácicos, Outras doenças do trato respiratório superior, Outras doenças do aparelho respiratório, Outros transt respiratórios orig período perinatal
Período:Jan/2012-Ago/2020
"Município";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"352870 Marabá Paulista";-;-;-;-;-;-;-;-;-;1;1;3;1;1;-;1;2;1;3;1;-;-;1;-;1;-;1;-;1;1;-;-;-;-;-;-;2;-;1;1;1;-;2;-;2;-;-;1;-;-;-;-;1;-;-;-;-;-;1;2;1;1;-;-;-;1;-;-;1;-;-;-;-;1;-;1;3;-;1;1;1;-;1;-;-;-;1;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;53
"352880 Maracaí";-;-;-;-;-;-;-;-;1;3;3;2;3;-;-;4;1;4;2;3;1;1;2;3;1;-;1;1;-;-;1;1;-;1;2;1;3;-;1;1;1;3;1;-;1;1;2;-;-;-;-;-;4;1;2;1;2;1;-;-;2;-;1;3;2;2;2;1;2;2;3;-;2;2;2;-;2;1;5;-;-;3;2;3;3;-;1;4;1;-;-;2;-;1;6;2;2;2;-;2;2;2;1;1;1;1;3;-;-;-;2;148
"352885 Marapoama";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2;1;-;-;-;-;1;1;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;1;1;2;2;-;-;-;-;27
"352890 Mariápolis";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;1;-;-;2;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;1;-;-;1;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;-;-;-;-;1;-;-;1;1;1;2;1;2;-;-;-;-;-;2;34
"352900 Marília";-;-;-;-;-;4;8;20;15;11;15;15;18;13;20;14;19;28;26;18;18;17;23;13;15;30;18;20;8;12;11;12;19;16;15;16;16;13;12;23;15;17;23;19;10;22;24;23;21;17;18;25;20;19;23;25;24;20;22;40;21;22;17;12;17;27;9;17;29;26;28;31;27;23;18;25;26;18;20;28;28;38;31;39;34;27;32;19;18;25;24;18;31;37;36;51;43;35;22;38;36;51;31;19;31;36;38;28;44;26;23;2428
"352910 Marinópolis";-;-;-;-;-;-;-;1;1;-;-;-;-;2;-;-;-;-;1;-;2;-;-;-;-;1;1;-;-;1;-;-;-;-;1;1;-;2;-;-;-;-;-;1;-;2;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;1;1;1;1;1;-;1;-;2;1;2;2;1;1;1;1;-;-;-;-;1;2;-;-;1;-;-;-;-;-;-;1;-;1;46
"352920 Martinópolis";-;-;-;-;-;1;-;5;9;8;4;3;6;4;2;5;4;4;3;2;3;3;3;3;4;3;3;4;1;2;4;4;2;4;2;4;4;3;1;5;3;2;1;-;6;5;-;3;2;4;1;1;2;5;4;-;1;-;-;2;6;1;2;4;1;4;-;2;1;2;1;6;2;1;-;5;2;5;2;5;2;4;9;5;6;5;9;1;4;-;5;1;2;4;4;-;1;1;4;6;6;-;2;3;9;2;3;3;6;1;1;325
"352930 Matão";-;-;-;-;-;-;7;10;11;9;7;6;9;9;9;13;10;9;6;5;5;9;19;17;11;16;13;8;13;5;15;5;9;12;13;14;9;8;12;11;4;7;11;12;12;14;19;17;16;15;23;20;16;10;17;13;9;14;11;15;13;12;7;10;5;7;7;10;7;13;9;13;9;10;17;12;14;8;16;11;12;13;16;12;8;8;6;11;12;10;8;7;7;17;26;5;14;11;12;8;4;8;8;12;6;11;11;12;12;12;9;1157
"352940 Mauá";-;-;-;-;3;5;23;25;38;46;31;36;35;34;43;32;27;29;21;29;22;28;26;36;31;30;26;30;32;29;18;28;27;31;29;26;29;28;20;41;36;29;27;22;27;27;34;34;33;26;26;28;33;20;26;26;48;31;30;10;32;24;25;29;32;29;22;29;25;33;25;25;21;24;29;22;19;24;15;21;22;10;36;22;31;18;20;18;20;22;14;17;22;19;29;19;15;28;18;30;28;30;16;18;18;24;25;26;25;19;8;2769
"352950 Mendonça";-;-;-;-;-;-;1;1;-;1;-;1;1;-;-;1;-;1;-;-;-;-;2;-;-;-;1;2;-;1;-;1;-;-;-;-;-;-;-;-;1;2;1;1;1;-;-;1;1;-;-;-;-;1;-;-;-;2;-;1;-;1;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;2;1;-;-;1;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;1;44
"352960 Meridiano";-;-;-;-;-;-;1;-;2;-;1;-;-;-;-;-;-;1;-;1;-;-;2;-;-;1;1;2;-;-;1;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;1;2;1;1;1;-;-;-;-;1;-;-;-;-;-;1;1;-;-;1;1;1;-;1;1;-;-;1;1;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;1;1;1;1;-;1;-;1;-;-;43
"352965 Mesópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;14
"352970 Miguelópolis";-;-;-;-;-;1;-;-;1;1;3;1;-;1;-;2;-;-;-;1;2;-;-;-;-;1;2;-;3;-;-;1;-;1;-;-;3;2;-;-;-;-;1;1;4;1;7;2;2;1;1;4;1;2;1;2;-;2;1;1;2;-;1;3;-;5;2;2;2;3;5;1;1;-;4;3;3;1;1;2;2;1;3;-;2;3;5;1;2;-;3;2;1;-;1;4;-;1;-;1;-;4;2;2;4;2;1;3;1;-;1;153
"352980 Mineiros do Tietê";-;-;-;-;-;1;-;-;2;1;3;1;1;1;1;-;-;-;-;1;1;-;2;2;2;1;-;1;1;2;-;-;2;-;4;-;2;1;-;-;1;1;1;2;1;3;1;-;1;-;5;-;1;-;2;2;-;-;-;4;6;1;-;1;-;2;1;5;2;1;-;4;2;3;2;4;3;-;-;-;1;-;-;2;-;3;1;-;2;2;-;-;-;1;1;2;1;2;3;1;1;2;1;1;1;1;-;2;1;5;-;132
"353000 Mira Estrela";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;2;-;-;1;1;1;1;-;1;-;2;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;1;1;-;-;29
"352990 Miracatu";-;-;-;-;-;-;-;3;-;-;-;-;1;-;1;1;2;2;-;-;3;-;-;5;2;2;1;1;-;-;-;-;-;4;-;1;2;1;-;2;-;1;-;-;2;1;2;3;-;1;-;1;-;-;-;-;1;1;1;1;3;-;5;-;-;-;2;-;-;2;3;-;1;2;1;1;-;1;1;2;2;-;2;1;1;-;2;3;-;2;1;-;1;1;-;-;2;-;-;1;-;-;1;2;2;-;2;1;-;-;2;102
"353010 Mirandópolis";-;-;-;-;-;-;1;3;4;8;1;5;7;6;5;5;10;3;5;3;4;3;2;6;4;5;7;2;2;7;7;4;6;8;6;5;4;-;5;2;6;4;6;3;-;6;6;6;6;4;7;4;7;7;2;6;4;6;4;7;4;4;8;11;3;8;9;1;2;8;3;4;3;4;4;5;4;4;3;7;4;4;3;7;5;1;7;6;3;4;4;2;1;3;2;1;4;2;3;3;8;7;6;3;2;4;4;3;4;2;4;471
"353020 Mirante do Paranapanema";-;-;-;-;-;-;-;1;4;1;3;1;5;3;2;3;-;5;2;1;2;4;2;4;3;-;2;1;5;2;3;1;1;1;-;-;2;1;4;2;1;2;2;3;5;2;2;2;8;-;1;-;5;-;2;1;2;-;1;-;-;2;4;3;3;-;1;2;2;3;2;-;3;-;-;5;2;2;4;-;1;1;2;3;1;2;1;1;3;1;1;2;1;1;3;-;2;1;-;3;3;2;2;2;1;3;2;1;-;-;-;194
"353030 Mirassol";-;-;-;-;-;-;2;3;1;8;3;4;5;2;8;3;8;8;8;2;2;6;3;3;3;1;2;4;2;4;8;3;3;2;1;7;2;7;1;4;5;4;1;6;6;3;3;2;2;1;1;4;4;4;1;2;-;6;2;2;4;4;4;3;8;1;5;3;2;2;4;8;2;2;1;4;3;6;7;3;3;3;3;3;5;8;6;4;4;4;7;5;4;7;5;5;3;4;7;3;5;4;6;5;5;11;2;6;3;2;5;415
"353040 Mirassolândia";-;-;-;-;-;-;-;2;-;-;1;-;2;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;1;1;1;1;1;-;2;-;1;-;2;-;-;-;-;-;-;5;-;2;-;1;1;-;-;-;-;2;1;1;-;-;1;-;1;1;1;-;-;-;-;-;1;-;1;1;-;-;2;1;2;1;1;2;-;-;-;-;1;-;-;1;1;1;-;-;-;-;1;-;-;-;-;1;-;1;-;1;1;2;-;1;-;59
"353050 Mococa";-;-;-;-;-;1;7;5;10;13;6;6;7;5;17;3;6;5;3;5;11;10;8;5;7;6;4;7;9;10;4;4;7;5;9;5;12;11;13;8;10;9;5;5;3;6;6;8;8;5;4;7;9;7;10;5;10;6;3;8;7;8;8;5;5;13;9;8;6;10;10;7;9;9;8;7;7;11;4;8;10;7;8;19;7;6;11;12;10;11;6;13;12;11;12;12;15;13;10;11;12;6;7;11;9;12;11;10;6;10;2;859
"353060 Mogi das Cruzes";-;-;-;-;1;3;20;32;33;58;51;55;43;38;51;43;48;44;37;38;46;39;49;39;36;37;41;41;34;39;28;35;42;42;39;41;37;39;31;45;50;39;45;49;42;57;37;57;55;54;40;43;46;47;67;48;46;53;60;43;28;38;54;37;36;36;45;40;49;65;47;57;29;54;57;51;54;36;60;42;38;49;38;61;47;40;44;33;48;48;50;35;46;52;39;47;51;62;50;46;37;57;44;52;50;32;51;39;41;37;23;4655
"353070 Mogi Guaçu";-;-;-;-;2;11;17;27;24;32;22;32;25;21;19;24;17;14;14;18;14;20;16;29;20;21;14;17;11;23;15;10;14;25;18;21;14;21;12;20;17;15;16;13;18;12;12;13;19;12;11;18;14;11;14;17;15;23;17;16;24;16;10;14;14;18;26;22;12;17;21;22;28;22;36;28;18;22;24;26;20;24;25;17;26;25;32;21;33;20;17;15;21;23;16;34;28;38;32;23;26;20;26;25;28;20;20;14;25;21;11;2123
"353080 Mogi Mirim";-;-;-;-;-;1;4;5;3;14;8;6;10;7;6;10;7;6;6;8;8;11;9;4;5;11;7;3;4;8;8;5;7;5;7;9;10;4;7;7;7;3;5;1;13;4;3;4;7;5;5;12;11;7;4;7;7;7;10;8;12;7;6;9;5;5;7;7;4;5;4;11;11;12;7;17;7;3;8;7;11;2;4;4;3;4;3;3;8;14;8;7;3;6;7;15;5;7;5;7;8;10;10;8;9;9;9;10;18;15;5;761
"353090 Mombuca";-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;1;-;2;-;1;1;-;-;-;-;-;-;1;-;-;3;1;-;-;-;-;1;-;-;1;-;-;1;1;-;-;1;2;-;-;-;-;1;-;1;-;-;1;1;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;1;-;35
"353100 Monções";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;17
"353110 Mongaguá";-;-;-;-;-;1;1;2;-;5;8;9;7;2;3;3;7;7;5;2;1;6;5;7;5;2;5;3;5;2;1;-;3;3;5;9;3;5;1;1;5;5;4;5;5;3;8;2;8;4;5;6;1;1;3;3;1;2;1;2;2;7;6;3;3;2;5;3;2;2;1;2;3;2;4;1;2;4;6;7;3;7;4;2;3;4;3;6;6;4;3;2;3;2;5;5;4;2;4;4;9;5;3;6;8;5;7;5;4;6;4;413
"353120 Monte Alegre do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;1;1;-;1;-;-;1;-;-;-;1;-;-;1;-;-;-;1;1;1;2;-;2;-;2;1;-;1;1;-;1;1;-;-;1;-;-;1;1;1;-;-;1;-;3;-;2;-;-;-;-;-;1;1;2;-;-;1;-;-;-;1;-;-;-;1;-;-;1;2;1;-;1;1;1;-;2;-;-;-;-;-;49
"353130 Monte Alto";-;-;-;-;-;-;2;7;1;1;-;4;2;1;3;3;2;-;2;7;6;10;2;1;6;4;4;1;3;2;6;5;4;7;4;3;1;-;4;5;5;-;6;5;8;12;8;6;5;9;10;7;5;2;2;3;7;3;5;5;5;5;5;6;6;4;2;7;6;3;3;2;7;3;4;2;6;7;3;1;5;3;6;6;6;5;5;4;1;1;2;2;4;2;5;6;5;4;4;4;2;2;2;9;4;3;1;5;3;-;3;427
"353140 Monte Aprazível";-;-;-;-;-;-;2;2;3;-;-;2;-;3;3;2;3;5;1;2;1;5;3;2;4;9;5;4;3;2;4;1;4;6;1;2;3;2;4;2;1;5;5;4;3;2;1;2;5;4;3;6;4;1;1;2;-;7;2;1;-;5;5;3;5;4;2;1;2;1;1;3;3;2;1;3;3;4;4;2;5;2;4;1;2;2;2;4;2;2;2;2;3;1;-;-;2;4;1;3;4;1;-;-;3;2;4;-;1;1;-;268
"353150 Monte Azul Paulista";-;-;-;-;-;-;-;5;2;3;4;4;4;5;-;3;4;2;3;3;2;2;2;5;3;2;2;2;2;3;1;-;1;2;1;-;1;1;1;2;4;6;4;1;-;4;3;2;4;4;2;3;1;2;2;2;-;2;1;2;2;-;1;1;-;-;1;-;2;3;4;2;1;-;2;1;1;-;4;1;-;2;-;3;1;4;3;3;-;-;-;1;1;1;-;3;1;1;1;1;2;-;1;1;-;-;-;-;1;1;1;185
"353160 Monte Castelo";-;-;-;-;-;-;-;-;1;1;-;-;-;1;3;1;1;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;1;1;-;1;-;-;1;-;-;-;-;-;1;2;-;-;2;-;1;-;-;-;-;-;2;-;-;-;2;2;-;-;1;-;2;-;-;-;-;1;1;-;-;1;-;-;-;-;38
"353180 Monte Mor";-;-;-;-;-;-;1;6;5;5;5;5;6;6;3;7;4;7;4;5;3;-;7;3;6;2;7;5;4;8;9;4;6;2;7;2;9;6;9;7;9;3;7;4;3;3;5;12;7;9;5;4;4;6;3;4;2;8;7;9;6;9;9;4;4;9;3;8;5;6;13;9;10;8;9;11;3;6;3;6;8;4;5;5;10;5;9;11;8;10;3;4;3;11;13;7;4;13;10;12;21;11;4;7;4;7;10;6;9;9;13;686
"353170 Monteiro Lobato";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;1;1;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;1;-;2;-;-;1;1;-;1;-;-;1;-;1;-;1;-;-;1;-;1;-;-;-;1;-;1;-;-;-;1;-;1;32
"353190 Morro Agudo";-;-;-;-;-;-;1;-;4;1;-;2;3;8;3;4;1;1;1;3;1;-;1;3;2;2;1;1;1;4;1;-;1;3;4;5;3;2;-;2;3;2;-;1;3;3;5;4;4;3;2;2;2;1;1;4;6;2;-;1;1;1;-;4;4;2;2;1;4;1;1;3;2;2;1;1;3;6;3;1;3;5;4;-;1;-;2;3;1;2;3;4;3;-;2;2;1;-;3;-;2;5;4;5;1;2;2;2;2;1;-;226
"353200 Morungaba";-;-;-;-;-;-;3;2;2;1;1;1;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;2;-;1;-;3;2;1;2;-;-;-;1;1;-;2;1;-;-;-;-;-;-;-;-;-;2;-;1;1;1;1;1;2;-;-;1;-;-;2;1;1;-;1;1;1;1;2;2;1;-;3;1;3;-;3;-;1;-;1;1;1;-;-;1;-;-;5;-;-;-;2;2;79
"353205 Motuca";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;1;-;1;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;24
"353210 Murutinga do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;1;-;1;-;-;-;1;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;1;-;1;-;1;1;-;-;-;-;2;-;-;-;-;1;1;1;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;1;-;-;2;-;-;-;-;-;-;1;-;-;31
"353215 Nantes";-;-;-;-;-;-;-;2;1;2;1;1;2;1;-;2;-;1;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;2;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;1;1;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;34
"353220 Narandiba";-;-;-;-;-;-;-;1;1;-;1;-;2;-;-;1;-;-;-;1;1;1;-;-;-;3;-;1;3;-;-;-;-;-;-;-;-;1;1;-;2;-;-;2;-;-;-;1;-;-;2;1;-;-;-;2;1;2;1;1;2;2;-;-;-;-;-;-;2;1;-;-;-;-;1;4;1;1;-;1;-;-;1;-;1;-;-;-;1;-;-;-;2;-;1;3;-;2;1;-;-;1;-;1;-;1;1;1;-;1;-;66
"353230 Natividade da Serra";-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;1;1;1;1;1;-;-;2;2;2;2;-;-;-;-;-;-;-;-;-;2;-;-;-;-;2;-;-;2;-;-;-;-;1;-;-;2;-;1;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;1;-;3;-;2;2;-;-;1;-;-;-;-;-;-;-;2;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;3;-;-;48
"353240 Nazaré Paulista";-;-;-;-;-;-;-;-;-;-;1;1;2;1;2;2;-;1;-;3;3;-;-;2;2;3;4;2;5;3;4;3;1;2;1;2;1;-;1;-;1;-;1;1;-;2;2;3;2;1;-;1;-;-;1;-;1;1;1;-;1;3;1;2;5;1;1;1;1;4;2;4;2;-;1;-;2;1;-;3;-;1;2;-;4;2;1;-;-;2;1;3;2;-;1;-;2;5;2;4;3;-;2;1;1;2;3;8;1;2;1;161
"353250 Neves Paulista";-;-;-;-;-;-;1;-;-;-;-;-;-;2;1;-;-;2;1;1;2;-;-;1;-;-;-;-;-;-;1;-;-;1;-;2;-;1;-;1;1;1;1;2;2;-;3;2;-;-;1;-;2;2;1;-;2;-;1;6;-;1;4;1;-;1;1;-;-;1;3;-;1;-;1;2;-;3;1;-;1;2;1;-;-;-;1;3;-;1;2;1;3;3;3;1;2;2;-;1;1;2;1;1;1;-;2;-;2;-;1;102
"353260 Nhandeara";-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;1;2;1;-;1;1;1;2;-;3;2;2;-;1;1;-;-;-;-;-;2;-;-;1;-;-;-;1;1;1;3;-;-;-;-;1;1;-;1;-;2;-;1;-;1;1;2;-;2;1;2;1;3;1;1;-;1;1;-;2;3;-;-;-;-;-;1;-;2;-;-;1;-;1;-;2;-;1;-;1;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;71
"353270 Nipoã";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;1;-;-;1;2;-;-;-;-;2;1;-;-;1;-;-;-;2;1;1;-;1;-;2;1;1;1;1;-;2;2;1;-;-;1;-;-;1;-;-;-;-;-;-;2;-;-;1;-;-;-;-;1;-;1;1;-;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;43
"353280 Nova Aliança";-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;2;1;-;1;1;-;1;2;-;1;3;-;-;-;-;-;-;1;-;-;-;1;1;-;2;-;-;-;-;-;1;-;1;-;-;1;1;3;-;2;-;-;-;1;-;2;3;-;3;-;-;2;1;-;2;1;4;2;3;1;-;-;2;1;2;1;1;4;3;1;-;1;1;-;-;-;1;2;1;1;1;2;-;-;1;2;-;-;-;-;1;-;2;-;-;86
"353282 Nova Campina";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;1;1;-;1;-;2;-;-;1;1;-;1;-;2;-;-;-;-;1;2;1;-;-;2;-;-;1;2;3;-;-;-;2;-;-;-;1;3;2;2;-;-;-;-;-;1;-;2;-;1;1;-;2;-;-;-;2;3;1;1;1;1;-;-;-;1;-;-;1;4;1;-;1;-;1;-;1;1;-;-;-;1;-;-;-;2;-;-;-;2;-;-;2;-;69
"353284 Nova Canaã Paulista";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;1;-;-;1;1;1;-;-;-;-;-;-;1;-;-;1;-;-;1;-;1;1;-;-;-;1;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
"353286 Nova Castilho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;1;2;-;-;1;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"353290 Nova Europa";-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;2;-;1;2;1;2;-;1;-;-;-;2;1;-;-;1;-;1;2;1;1;1;-;-;-;1;-;-;3;2;1;-;-;1;1;1;2;1;1;-;1;-;4;1;-;1;2;1;-;-;2;-;3;2;1;3;-;-;-;2;1;1;2;2;-;-;1;-;2;-;1;1;-;1;-;2;3;1;1;-;-;1;1;1;1;4;-;1;-;1;-;-;-;-;1;-;89
"353300 Nova Granada";-;-;-;-;-;-;2;5;6;6;3;4;1;7;5;6;3;2;2;3;7;2;3;8;4;5;-;2;4;3;2;6;5;1;4;1;4;5;3;6;2;5;4;5;3;6;3;4;3;4;6;2;4;4;3;8;6;6;1;3;5;2;5;3;2;2;4;1;2;3;5;4;2;1;3;4;2;1;3;7;2;7;5;2;2;3;3;6;3;2;1;7;4;3;2;4;4;3;-;6;1;2;5;5;4;2;2;7;1;1;-;372
"353310 Nova Guataporanga";-;-;-;-;-;-;-;-;-;-;-;-;3;2;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;1;1;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;1;-;-;1;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;1;1;-;-;-;29
"353320 Nova Independência";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;1;-;1;-;1;2;1;2;1;-;2;-;-;-;1;1;-;1;-;-;1;2;2;4;2;1;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;39
"353330 Nova Luzitânia";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;2;-;1;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;22
